# # tequil.ion_motion                                            FEFF 9.05   
# # POT  SCF  30  5.5000   1, core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=30 Rmt= 1.322 Rnm= 1.403 K  shell
# # Pot 1 Z=26 Rmt= 1.328 Rnm= 1.418
# # Pot 2 Z= 8 Rmt= 1.012 Rnm= 1.089
# # Gam_ch=1.897E+00 H-L exch
# # Mu=-1.182E+01 kf=2.151E+00 Vint=-1.882E+01 Rs_int= 1.686
# # PATH  Rmax= 8.500,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Energy zero shift, vr, vi   -2.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00      2.00     2   1.9825
#           2       0.00000     46.83      1.00     2   2.0332
#           3       0.00000     44.37      1.00     2   2.0758
#           4       0.00000     37.25      1.00     2   2.2207
#           5       0.00000     36.22      1.00     2   2.2447
#           6       0.00000     17.74      1.00     2   2.8789
#           7       0.00000     17.62      1.00     2   2.8874
#           8       0.00000     16.24      1.00     2   2.9920
#           9       0.00000     15.05      1.00     2   3.0914
#          10       0.00000     14.90      1.00     2   3.1394
#          11       0.00000     13.16      1.00     2   3.2733
#          12       0.00000      5.26      2.00     3   3.4188
#          13       0.00000     11.64      1.00     2   3.4461
#          14       0.00000      5.34      2.00     3   3.4616
#          15       0.00000      5.22      2.00     3   3.4665
#          16       0.00000     11.30      1.00     2   3.4889
#          17       0.00000      5.01      2.00     3   3.4901
#          18       0.00000      5.83      2.00     3   3.5102
#          19       0.00000      4.45      2.00     3   3.5165
#          20       0.00000      6.52      2.00     3   3.5489
#          21       0.00000     10.84      1.00     2   3.5498
#          22       0.00000     10.60      1.00     2   3.5527
#          23       0.00000     10.65      1.00     2   3.5756
#          24       0.00000      9.16      2.00     3   3.5820
#          27       0.00000     10.06      1.00     2   3.6191
#          28       0.00000      9.77      1.00     2   3.6568
#          29       0.00000      9.70      1.00     2   3.6667
#          30       0.00000      9.56      1.00     2   3.6855
#          31       0.00000      9.75      1.00     2   3.7077
#          32       0.00000      8.81      2.00     3   3.7260
#          33       0.00000      7.98      2.00     3   3.7304
#          34       0.00000      8.59      2.00     3   3.7775
#          35       0.00000      9.19      1.00     2   3.7967
#          36       0.00000      8.77      1.00     2   3.8003
#          37       0.00000      7.34      2.00     3   3.8487
#          38       0.00000      8.84      2.00     3   3.8681
#          40       0.00000      8.09      1.00     2   3.9094
#          41       0.00000      8.27      2.00     3   3.9552
#          43       0.00000     10.04      2.00     4   3.9647
#          44       0.00000      7.73      1.00     2   3.9722
#          46       0.00000      8.14      1.00     2   3.9849
#          47       0.00000     14.73      2.00     3   3.9875
#          49       0.00000      7.50      1.00     2   4.0141
#          51       0.00000     13.93      2.00     4   4.0157
#          53       0.00000      4.38      1.00     4   4.0665
#          54       0.00000      7.64      1.00     2   4.0858
#          56       0.00000      6.92      1.00     2   4.1273
#          59       0.00000      6.40      2.00     3   4.1698
#          60       0.00000     12.73      2.00     3   4.1893
#          62       0.00000     12.20      2.00     4   4.2031
#          63       0.00000      4.07      2.00     3   4.2250
#          64       0.00000      6.45      1.00     2   4.2288
#          66       0.00000     10.34      2.00     3   4.2725
#          67       0.00000      6.12      1.00     2   4.3051
#          68       0.00000      8.62      2.00     4   4.3206
#          70       0.00000      5.87      1.00     2   4.3676
#          71       0.00000      5.15      2.00     3   4.3725
#          73       0.00000      5.64      1.00     2   4.4264
#          74       0.00000      5.44      2.00     3   4.4419
#          75       0.00000      8.92      2.00     3   4.4568
#          76       0.00000     11.74      2.00     3   4.4976
#          79       0.00000      5.21      1.00     2   4.5474
#          81       0.00000      7.24      1.00     4   4.5689
#          82       0.00000      5.12      1.00     2   4.5736
#          83       0.00000      4.60      2.00     3   4.5736
#          84       0.00000      4.75      1.00     4   4.6085
#          85       0.00000      4.95      1.00     2   4.6264
#          87       0.00000      4.91      2.00     3   4.6622
#          88       0.00000      4.80      1.00     2   4.6719
#          89       0.00000      4.79      1.00     2   4.6754
#          90       0.00000      8.10      2.00     3   4.6788
#          91       0.00000      4.76      1.00     2   4.6860
#          92       0.00000      5.31      1.00     2   4.6954
#          93       0.00000      4.71      1.00     2   4.7036
#          94       0.00000      4.58      1.00     2   4.7478
#          95       0.00000     12.53      2.00     3   4.7505
#          96       0.00000      8.61      1.00     4   4.7531
#          98       0.00000      4.53      1.00     2   4.7653
#          99       0.00000      8.30      2.00     3   4.7775
#         101       0.00000      4.47      1.00     2   4.7853
#         102       0.00000      8.74      2.00     3   4.7911
#         103       0.00000      4.45      1.00     2   4.7936
#         104       0.00000      5.47      2.00     3   4.7984
#         105       0.00000      4.41      1.00     2   4.8055
#         106       0.00000      4.38      1.00     4   4.8102
#         107       0.00000      5.93      2.00     3   4.8204
#         109       0.00000      4.83      1.00     2   4.8621
#         110       0.00000      5.71      2.00     3   4.8673
#         112       0.00000      5.03      1.00     4   4.8786
#         113       0.00000      4.60      1.00     4   4.8796
#         114       0.00000      4.17      2.00     3   4.8830
#         115       0.00000      4.16      1.00     2   4.9006
#         116       0.00000      7.13      2.00     3   4.9037
#         119       0.00000      5.49      2.00     3   4.9544
#         122       0.00000      4.24      2.00     3   4.9607
#         124       0.00000      5.14      2.00     3   5.0048
#         130       0.00000      4.15      2.00     3   5.0552
#         131       0.00000      4.32      1.00     2   5.0606
#         134       0.00000      4.54      2.00     3   5.1156
#         135       0.00000      4.17      1.00     2   5.1243
#         138       0.00000      9.14      2.00     3   5.1672
#         140       0.00000      5.96      1.00     4   5.1722
#         147       0.00000      7.92      2.00     3   5.2746
#         148       0.00000      4.83      1.00     4   5.2881
#         156       0.00000      4.04      2.00     3   5.4609
#         173       0.00000      4.18      2.00     3   5.6409
#         181       0.00000      5.03      2.00     3   5.6750
#         192       0.00000      4.51      2.00     3   5.7519
#   108/ 171 paths used
#  -----------------------------------------------------------------------
#       k          chi          mag           phase @#
    -0.7000    3.073086E-02  1.437224E-01  2.926108E+00
    -0.6500   -1.864589E-02  2.553776E-01  3.214671E+00
    -0.6000   -8.714347E-02  3.461675E-01  3.396068E+00
    -0.5500   -1.666381E-01  4.237870E-01  3.545715E+00
    -0.5000   -2.448704E-01  4.865128E-01  3.669026E+00
    -0.4500   -3.197145E-01  5.391254E-01  3.776402E+00
    -0.4000   -3.849270E-01  5.809359E-01  3.865875E+00
    -0.3500   -4.461436E-01  6.180135E-01  3.948136E+00
    -0.3000   -4.964767E-01  6.471914E-01  4.015940E+00
    -0.2500   -5.368632E-01  6.699613E-01  4.071115E+00
    -0.2000   -5.683085E-01  6.873929E-01  4.114915E+00
    -0.1500   -5.936525E-01  7.014371E-01  4.150664E+00
    -0.1000   -6.116863E-01  7.114209E-01  4.176489E+00
    -0.0500   -6.222459E-01  7.172569E-01  4.191819E+00
     0.0000   -6.257219E-01  7.191771E-01  4.196902E+00
     0.0500   -6.291757E-01  7.210848E-01  4.201971E+00
     0.1000   -6.394042E-01  7.267340E-01  4.217102E+00
     0.1500   -6.560043E-01  7.359079E-01  4.242065E+00
     0.2000   -6.782939E-01  7.482608E-01  4.276497E+00
     0.2500   -7.053024E-01  7.633389E-01  4.319927E+00
     0.3000   -7.357674E-01  7.806059E-01  4.371804E+00
     0.3500   -7.689406E-01  8.000347E-01  4.432673E+00
     0.4000   -8.050062E-01  8.225849E-01  4.505282E+00
     0.4500   -8.387346E-01  8.455838E-01  4.585024E+00
     0.5000   -8.676106E-01  8.683459E-01  4.671232E+00
     0.5500   -8.899374E-01  8.911893E-01  4.765400E+00
     0.6000   -9.032663E-01  9.145300E-01  4.869499E+00
     0.6500   -9.027509E-01  9.357024E-01  4.978564E+00
     0.7000   -8.862767E-01  9.547853E-01  5.093513E+00
     0.7500   -8.511740E-01  9.728224E-01  5.217846E+00
     0.8000   -7.956332E-01  9.870779E-01  5.345740E+00
     0.8500   -7.187444E-01  9.984468E-01  5.479581E+00
     0.9000   -6.200676E-01  1.006784E+00  5.619671E+00
     0.9500   -5.029962E-01  1.010325E+00  5.762061E+00
     1.0000   -3.672011E-01  1.010906E+00  5.911443E+00
     1.0500   -2.197610E-01  1.006640E+00  6.063102E+00
     1.1000   -6.497574E-02  9.981150E-01  6.218041E+00
     1.1500    9.210940E-02  9.856586E-01  6.376771E+00
     1.2000    2.422484E-01  9.684142E-01  6.536020E+00
     1.2500    3.835696E-01  9.481181E-01  6.699682E+00
     1.3000    5.058683E-01  9.235313E-01  6.862863E+00
     1.3500    6.076215E-01  8.961247E-01  7.028298E+00
     1.4000    6.836916E-01  8.656912E-01  7.193609E+00
     1.4500    7.330825E-01  8.329915E-01  7.359174E+00
     1.5000    7.557480E-01  7.986052E-01  7.524886E+00
     1.5500    7.524798E-01  7.627983E-01  7.689314E+00
     1.6000    7.265521E-01  7.265522E-01  7.854184E+00
     1.6500    6.806825E-01  6.897957E-01  8.016712E+00
     1.7000    6.191018E-01  6.535870E-01  8.180275E+00
     1.7500    5.457144E-01  6.176573E-01  8.341447E+00
     1.8000    4.639020E-01  5.826283E-01  8.503752E+00
     1.8500    3.777644E-01  5.483110E-01  8.664725E+00
     1.9000    2.890093E-01  5.148506E-01  8.828767E+00
     1.9500    2.014891E-01  4.819451E-01  8.993453E+00
     2.0000    1.187989E-01  4.493602E-01  9.157224E+00
     2.0500    4.358361E-02  4.168956E-01  9.320043E+00
     2.1000   -2.240865E-02  3.833152E-01  9.483271E+00
     2.1500   -7.633848E-02  3.483078E-01  9.645741E+00
     2.2000   -1.156438E-01  3.131279E-01  9.803053E+00
     2.2500   -1.398096E-01  2.779789E-01  9.951787E+00
     2.3000   -1.488373E-01  2.430915E-01  1.008370E+01
     2.3500   -1.437725E-01  2.093916E-01  1.018161E+01
     2.4000   -1.312201E-01  1.798844E-01  1.024232E+01
     2.4500   -1.162138E-01  1.570720E-01  1.025766E+01
     2.5000   -1.041354E-01  1.435143E-01  1.023670E+01
     2.5500   -1.021144E-01  1.392850E-01  1.024770E+01
     2.6000   -1.047095E-01  1.402609E-01  1.026762E+01
     2.6500   -1.126633E-01  1.454913E-01  1.031049E+01
     2.7000   -1.257633E-01  1.535903E-01  1.038414E+01
     2.7500   -1.395580E-01  1.604441E-01  1.047962E+01
     2.8000   -1.543923E-01  1.677704E-01  1.059352E+01
     2.8500   -1.686986E-01  1.751080E-01  1.072418E+01
     2.9000   -1.804098E-01  1.818677E-01  1.086887E+01
     2.9500   -1.879384E-01  1.880045E-01  1.102209E+01
     3.0000   -1.896640E-01  1.930991E-01  1.118448E+01
     3.0500   -1.842247E-01  1.967825E-01  1.135476E+01
     3.1000   -1.710535E-01  1.988805E-01  1.153094E+01
     3.1500   -1.508387E-01  1.997877E-01  1.171072E+01
     3.2000   -1.241221E-01  1.993206E-01  1.189415E+01
     3.2500   -9.211664E-02  1.971430E-01  1.208018E+01
     3.3000   -5.701671E-02  1.932495E-01  1.226687E+01
     3.3500   -2.123910E-02  1.883116E-01  1.245334E+01
     3.4000    1.323989E-02  1.824780E-01  1.263899E+01
     3.4500    4.437563E-02  1.755720E-01  1.282189E+01
     3.5000    7.063556E-02  1.678453E-01  1.300074E+01
     3.5500    9.142422E-02  1.598387E-01  1.317529E+01
     3.6000    1.066114E-01  1.518290E-01  1.334483E+01
     3.6500    1.162335E-01  1.438283E-01  1.350736E+01
     3.7000    1.210864E-01  1.361534E-01  1.366227E+01
     3.7500    1.223402E-01  1.291847E-01  1.381019E+01
     3.8000    1.210870E-01  1.231787E-01  1.395262E+01
     3.8500    1.180332E-01  1.181627E-01  1.409035E+01
     3.9000    1.137567E-01  1.142058E-01  1.422588E+01
     3.9500    1.085524E-01  1.113832E-01  1.436310E+01
     4.0000    1.022470E-01  1.096243E-01  1.450613E+01
     4.0500    9.421786E-02  1.084503E-01  1.465526E+01
     4.1000    8.403126E-02  1.076135E-01  1.481192E+01
     4.1500    7.134075E-02  1.068962E-01  1.497727E+01
